Tahun,Kabupaten,Desa,Anggaran,Penyaluran
2019,Purwakarta,Cibodas,877282000,877282000
2021,Kuningan,Pakapasan Hilir,877246000,877246000
2018,Bogor,Sukamaju,877228504,877228504
2018,Bandung,Cikoneng,877220000,877220000
2018,Bekasi,Cibatu,877200000,877200000
2018,Indramayu,Krasak,877197000,877197000
2020,Purwakarta,Gandamekar,877197000,877197000
2020,Sukabumi,Tanjung,877171000,877171000
2018,Bogor,Benteng,877160426,877160426
2019,Pangandaran,Margacinta,877115000,877115000
2019,Purwakarta,Cisarua,877108600,877108600
2019,Ciamis,Nagarajaya,877098000,573686800
2019,Tasikmalaya,Luyubakti,877049000,877049000
2018,Cirebon,Waled Desa,877015000,877015000
2019,Purwakarta,Malangnengah,876994100,876994100
2018,Cirebon,Pabedilan Kulon,876979000,876979000
2018,Garut,Sukakarya,876959000,876959000
2018,Cirebon,Gintungranjeng,876924000,876924000
2020,Sukabumi,Cibolang,876905000,876905000
2018,Cirebon,Kudumulya,876848000,876848000
2019,Cianjur,Cihaur,876800000,876800000
2018,Garut,Wanajaya,876766000,876766000
2019,Sukabumi,Sukamanah,876761000,876761000
2019,Bandung,Parungserab,876724000,876724000
2020,Bogor,Parakanmuncang,1129201000,1129200584
2019,Bogor,Parakanmuncang,1088968416,1088968416
2018,Bogor,Parakanmuncang,876715506,876715506
2021,Pangandaran,Pagerbumi,876670000,876670000
2018,Majalengka,Muktisari,876663723,876663723
2019,Sukabumi,Sukamukti,876634000,876634000
2020,Kuningan,Mandirancan,876578000,876578000
2021,Ciamis,Talagasari,876573000,876573000
2018,Bandung,Arjasari,876527000,876527000
2018,Cirebon,Karangasem,876465000,876465000
2020,Kuningan,Padamatang,876451000,876451000
2019,Sumedang,Cijambu,876389000,876389000
2018,Indramayu,Karangmulya,876262000,876262000
2018,Cianjur,Karangjaya,876176000,876176000
2018,Ciamis,Imbanagara Raya,876159000,876159000
2019,Tasikmalaya,Singasari,876154000,1226615600
2019,Subang,Banggalamulya,876102000,876102000
2019,Purwakarta,Campaka,876014700,876014700
2020,Ciamis,Margamulya,876001000,876001000
2018,Tasikmalaya,Tanjungsari,875984000,875984000
2018,Indramayu,Tambi,875977000,875977000
2021,Ciamis,Beber,875953000,875953000
2020,Purwakarta,Karoya,875930000,875930000
2019,Cirebon,Wanayasa,875921000,875921000
2019,Sukabumi,Cimaja,875888000,875888000
2018,Cirebon,Cilukrak,875869000,875869000
2018,Bogor,Sukamantri,875786434,875786434
2021,Sukabumi,Sukamanah,875729000,875729000
2018,Bogor,Tugu Utara,875726140,875726140
2021,Ciamis,Sukasetia,875673000,875673000
2019,Sukabumi,Mekarjaya,875673000,875673000
2018,Cianjur,Simpang,875652000,875652000
2021,Bogor,Tangkil,875643000,875643000
2020,Subang,Ciberes,875570000,875570000
2018,Tasikmalaya,Cikunir,875555000,875555000
2020,Bogor,Laladon,875546000,875544519
2018,Cianjur,Murnisari,875395000,875395000
2021,Sukabumi,Sasagaran,875340000,875340000
2019,Subang,Karangwangi,875339000,875339000
2020,Sumedang,Cilayung,875268000,875268000
2021,Ciamis,Nagarajaya,875265000,875265000
2021,Sukabumi,Kompa,875235000,875235000
2021,Purwakarta,Margaluyu,875226000,875226000
2020,Sumedang,Cikareo Selatan,875217000,875217000
2021,Subang,Parigimulya,875200000,875200000
2018,Cirebon,Sukadana,875198000,875198000
2021,Majalengka,Cicalung,875175000,875175000
2018,Cirebon,Sedong Lor,875120000,875120000
2021,Purwakarta,Galumpit,875120000,875120000
2020,Kuningan,Cimenga,875119000,875119000
2018,Cirebon,Pabuaran Wetan,875058000,875058000
2018,Majalengka,Pasir,875018162,875018162
2020,Sukabumi,Pasirpanjang,874994000,874994000
2019,Karawang,Sumurkondang,874954000,874954000
2020,Sukabumi,Wanajaya,874936000,874936000
2018,Cirebon,Sarwadadi,874931000,874931000
2021,Tasikmalaya,Simpang,874929000,874929000
2018,Cirebon,Kepongpongan,874883000,874883000
2018,Tasikmalaya,Sirnasari,874854500,874854500
2018,Garut,Pasawahan,874841000,874841000
2018,Ciamis,Sukajadi,874759000,874759000
2018,Tasikmalaya,Sukahening,874709500,874709500
2018,Cianjur,Cisalak,874676000,874676000
2019,Sukabumi,Tamanjaya,874647000,874647000
2020,Bandung,Gunungleutik,874641000,874641000
2020,Sumedang,Sukaraja,874640000,874640000
2018,Cirebon,Babakan Gebang,874608000,874608000
2018,Cirebon,Geyongan,874573000,874573000
2018,Cirebon,Kalimukti,874555000,874555000
2019,Majalengka,Kawunggirang,874550000,874550000
2019,Sukabumi,Nangela,874497000,874497000
2019,Sumedang,Cihanjuang,874476000,874476000
2018,Indramayu,Pareangirang,1256123000,1256123000
2018,Cirebon,Durajaya,874406000,874406000
2020,Sukabumi,Kutasirna,874397000,874397000
2018,Bandung,Solokanjeruk,874368000,874368000
2019,Bogor,Cigombong,874346765,874346765
2020,Sumedang,Hegarmanah,874343000,874343000
2019,Subang,Pasirmuncang,874315000,874315000
2018,Cirebon,Babakan Losari,874311000,874311000
2021,Kuningan,Cidahu,874292000,874292000
2020,Sukabumi,Cibatu,874275000,874275000
2019,Purwakarta,Sadarkarya,874272100,874272100
2018,Cirebon,Gegesik Kulon,874182000,874182000
2019,Sukabumi,Lengkong,874180000,874180000
2018,Garut,Purbayani,874157000,874157000
2021,Sukabumi,Bojong,874115000,874115000
2021,Ciamis,Jagabaya,874088000,874088000
2021,Bogor,Parungpanjang,1129754000,1129754000
2021,Ciamis,Sindangmukti,873953000,873953000
2018,Cirebon,Grogol,873931000,873931000
2018,Karawang,Pulojaya,873864400,873864400
2019,Ciamis,Kawali,873835000,873835000
2019,Purwakarta,Cihanjawar,873829400,873829400
2018,Majalengka,Trajaya,873804139,873804139
2021,Kuningan,Silebu,873792000,873792000
2021,Purwakarta,Nagrog,873790000,873790000
2018,Cirebon,Rawaurip,873782000,873782000
2021,Tasikmalaya,Sariwangi,873773000,873773000
2019,Subang,Tanjungsari Barat,873751000,873751000
2018,Bogor,Jasinga,873697146,873697146
2021,Sukabumi,Babakanjaya,873657000,873657000
2019,Kuningan,Jabranti,873645000,873645000
2019,Sukabumi,Gegerbitung,873622000,873622000
2020,Bogor,Parungpanjang,1001354000,1001354000
2018,Cianjur,Girijaya,873607000,873607000
2018,Cirebon,Melakasari,873592000,873592000
2018,Garut,Cikelet,873556000,873556000
2018,Bandung,Cikuya,873554000,873554000
2021,Sukabumi,Kalapanunggal,873514000,873514000
2018,Majalengka,Salagedang,873499700,873499700
2018,Sukabumi,Bantargadung,873449000,873449000
2018,Ciamis,Kertaharja,873442000,873442000
2019,Sukabumi,Mekarwangi,873351000,873351000
2018,Ciamis,Werasari,873291000,873291000
2019,Sukabumi,Mekarsakti,873225000,873225000
2020,Kuningan,Dukuhbadag,873194000,873194000
2018,Cirebon,Babakan,873153000,873153000
2018,Garut,Sindangmekar,873130000,873130000
2020,Sukabumi,Karanganyar,873129000,873129000
2018,Tasikmalaya,Banjarsari,873082200,873082200
2019,Kuningan,Garajati,873047000,873047000
2021,Subang,Jabong,873038000,873038000
2019,Ciamis,Karangpawitan,873037000,873037000
2020,Subang,Rawalele,873021000,873021000
2019,Sumedang,Sirnamulya,873001000,873001000
2018,Indramayu,Mekargading,872933000,872933000
2018,Cianjur,Mulyasari,872912000,872912000
2021,Sukabumi,Gunungjaya,872907000,872907000
2018,Garut,Bayongbong,872872000,872872000
2019,Bogor,Parungpanjang,958891387,958891387
2020,Subang,Sukahaji,872815000,872815000
2019,Sumedang,Sukamaju,872809000,872809000
2020,Sukabumi,Cimahpar,872773000,872773000
2018,Indramayu,Mekarsari,872678000,872678000
2018,Majalengka,Bayureja,872669438,872669438
2018,Cianjur,Cisalak,872652000,872652000
2019,Subang,Sarireja,872634000,872634000
2021,Cirebon,Pangkalan,872628000,872628000
2019,Sukabumi,Cimahpar,872552000,872552000
2020,Sukabumi,Mekarjaya,872527000,872527000
2018,Bandung,Cibeet,872479000,872479000
2020,Purwakarta,Tegalsari,872459000,872459000
2018,Cirebon,Ciawijapura,872458000,872458000
2018,Indramayu,Bangodua,872457000,872457000
2018,Bogor,Parungpanjang,776616371,776616370
2018,Ciamis,Pamokolan,872389000,872389000
2019,Kuningan,Pinara,872375000,872375000
2018,Cirebon,Kamarang,872333000,872333000
2019,Sumedang,Hegarmanah,872333000,872333000
2021,Pangandaran,Emplak,872321000,872321000
2021,Kuningan,Timbang,872317000,872317000
2019,Purwakarta,Pasawahananyar,748938500,1048513900
2019,Sukabumi,Cikaret,872254000,872254000
2018,Purwakarta,Sempur,872237219,872237219
2018,Cianjur,Cibarengkok,872223000,872223000
2018,Cirebon,Klangenan,872204000,872204000
2018,Tasikmalaya,Tobongjaya,872047700,872047700
2019,Ciamis,Talagasari,872036000,872036000
2018,Bandung,Ancolmekar,872010000,872010000
2021,Purwakarta,Pasawahananyar,742832000,742832000
2020,Kuningan,Kertayasa,871987000,871987000
2021,Kuningan,Lebakwangi,871939000,871939000
2019,Sumedang,Mekarsari,871887000,871887000
2019,Sukabumi,Sukatani,871870000,871870000
2018,Cirebon,Kroya,871861000,871861000
2020,Purwakarta,Legokhuni,871858000,871858000
2020,Purwakarta,Pasawahananyar,741670000,741670000
2019,Sumedang,Cisampih,871753000,871753000
2018,Subang,Tenjolaya,871700000,871700000
2018,Purwakarta,Pasirmunjul,871675808,871675808
2018,Cirebon,Keraton,871663000,871663000
2018,Cianjur,Warudoyong,871617000,871617000
2019,Kuningan,Sukajaya,871581000,871581000
2021,Sumedang,Kamal,871576000,871576000
2021,Kuningan,Bunigeulis,871573000,871573000
2020,Kuningan,Cikubangmulya,871523000,871523000
2018,Cirebon,Ciawi,871518000,871518000
2018,Indramayu,Balongan,871492000,871492000
2021,Subang,Kasomalang Wetan,871481000,871481000
2018,Bandung,Pasirmulya,871408000,871408000
2018,Cirebon,Jatimerta,871403000,871403000
2018,Bandung,Lengkong,871362000,871362000
2018,Kuningan,Wanasaraya,871343000,871343000
2021,Sumedang,Sirnasari,871311000,871311000
2018,Purwakarta,Pasawahananyar,668963543,668963543
2018,Ciamis,Kawasen,871241000,871241000
2021,Subang,Marengmang,871208000,871208000
2020,Subang,Mulyasari,871170000,871170000
2018,Cirebon,Cikeusal,871148000,871148000
2019,Sumedang,Pasehkidul,734600000,734600000
2019,Sumedang,Sukaraja,871140000,871140000
2020,Sumedang,Cikareo Utara,871138000,871138000
2018,Majalengka,Tanjungsari,871100016,871100016
2019,Sukabumi,Mekarjaya,871044000,871044000
2019,Cirebon,Pangkalan,871039000,871039000
2020,Sukabumi,Mekartani,871021000,871021000
2019,Sukabumi,Sukamulya,871011000,871011000
2018,Purwakarta,Cibingbin,870979088,870979088
2021,Sukabumi,Karangmekar,870944000,870944000
2018,Tasikmalaya,Linggajati,870919500,870919500
2019,Indramayu,Bodas,870872000,870872000
2018,Majalengka,Cikalong,870865306,870865306
2019,Pangandaran,Ciakar,870802000,870802000
2021,Purwakarta,Ciwareng,870720000,870720000
2019,Karawang,Cikampek Timur,870718000,522430800
2020,Subang,Sadawarna,870675000,870675000
2021,Cirebon,Semplo,870623000,870623000
2021,Kuningan,Cimenga,870592000,870592000
2020,Sukabumi,Neglasari,870574000,870574000
2018,Cirebon,Kaligawe Wetan,870572000,870572000
2020,Sumedang,Pasehkidul,725557000,725557000
2020,Sukabumi,Cisitu,870435000,870435000
2018,Majalengka,Gandasari,870406673,870406673
2021,Ciamis,Giriharja,870273000,870273000
2018,Cirebon,Wanakaya,870245000,870245000
2018,Cirebon,Jatirenggang,870231000,870231000
2021,Sukabumi,Kadudampit,870072000,870072000
2019,Sukabumi,Cimahi,870072000,870072000
2018,Majalengka,Bongas Kulon,870052463,870052463
2019,Bogor,Padurenan,869973768,869973768
2018,Cirebon,Bandengan,869972000,869972000
2019,Sukabumi,Kertaangsana,869838000,869838000
2020,Purwakarta,Cibukamanah,869765000,869765000
2018,Ciamis,Sukamaju,869756000,869756000
2021,Sumedang,Pasehkidul,718402000,718402000
2020,Sumedang,Kamal,869734000,869734000
2018,Banjar,Cibeureum,869731000,869731000
2020,Kuningan,Cileuleuy,869725000,869725000
2018,Cirebon,Pabedilan Kaler,869700000,7827300000
2019,Cirebon,Jadimulya,869694000,869694000
2020,Sukabumi,Pagelaran,869691000,869691000
2021,Subang,Mayang,869676000,869676000
2018,Garut,Citangtu,869639000,869639000
2018,Bogor,Palasari,869628909,869628909
2018,Sumedang,Pasehkidul,658447000,658447000
2018,Majalengka,Pakubeureum,869581503,869581503
2019,Ciamis,Bangunjaya,869563000,869563000
2019,Sukabumi,Citamiang,869556000,869556000
2021,Ciamis,Panawangan,869489000,869489000
2020,Sumedang,Cisampih,869463000,869463000
2018,Majalengka,Girimulya,869439908,869439908
2021,Cirebon,Picungpugur,869429000,869429000
2018,Ciamis,Dayeuhluhur,869415000,869415000
2018,Garut,Bojong,869413000,869413000
2020,Ciamis,Girilaya,869401000,869401000
2021,Sukabumi,Cikurutug,869396000,869396000
2018,Garut,Ngamplang,869371000,869371000
2021,Tasikmalaya,Selawangi,869314000,869314000
2018,Cirebon,Mertasinga,869301000,869301000
2021,Sukabumi,Pasir Baru,1057483000,1057483000
2018,Bogor,Tapos II,869291953,869291953
2018,Garut,Sukaratu,869224000,869224000
2019,Ciamis,Girilaya,869192000,869192000
2021,Pangandaran,Ciparanti,869180000,869180000
2020,Bogor,Semplak Barat,869127000,869125948
2021,Kuningan,Sindang,869117000,869117000
2018,Cianjur,Babakancaringin,869099000,869099000
2020,Sumedang,Sukamenak,869050000,869050000
2020,Sukabumi,Pasir Baru,1023544000,1023544000
2018,Cianjur,Cibulakan,868995000,868995000
2020,Sukabumi,Pasawahan,868950000,868950000
2018,Cirebon,Gagasari,868948000,868948000
2019,Sukabumi,Pasir Baru,989261000,989261000
2019,Sukabumi,Buniwangi,868919000,868919000
2020,Purwakarta,Citalang,868875000,868875000
2018,Sukabumi,Pasir Baru,840643000,840643000
2019,Purwakarta,Cibukamanah,868854200,868854200
2021,Purwakarta,Cijati,868810000,868810000
2021,Sukabumi,Perbawati,868793000,868793000
2021,Sukabumi,Nagrak Selatan,868674000,868674000
2018,Garut,Nyalindung,868637000,868637000
2021,Purwakarta,Tanjungsari,868626000,868626000
2018,Tasikmalaya,Padawaras,868595500,868595500
2019,Cirebon,Kalisapu,868554000,868554000
2020,Sumedang,Citali,868518000,868518000
2018,Cirebon,Kebarepan,868437000,868437000
2021,Subang,Tambakmekar,868387000,868387000
2021,Subang,Jalancagak,868370000,868370000
2019,Kuningan,Dukuhbadag,868322000,868322000
2018,Bekasi,Sukamahi,868290000,868290000
2020,Purwakarta,Cadasmekar,868264000,868264000
2019,Sukabumi,Sukamanah,868257000,868257000
2019,Pangandaran,Kalipucang,868234000,868234000
2019,Purwakarta,Gandamekar,868233000,1215526200
2020,Sukabumi,Pasir Datar Endah,810398000,810398000
2019,Ciamis,Sidamulya,868079000,868079000
2018,Cianjur,Cisujen,868072000,868072000
2018,Karawang,Ciwaringin,868050900,868050900
2018,Ciamis,Cisontrol,868046000,868046000
2018,Garut,Sukasono,868002000,868002000
2020,Ciamis,Kawali,867998000,867998000
2018,Cianjur,Sukajadi,867960000,867960000
2019,Sukabumi,Pasir Datar Endah,801376000,801376000
2019,Bogor,Nambo,867922869,867922869
2019,Sumedang,Cikareo Utara,867910000,867910000
2021,Ciamis,Kertaraharja,867875000,867875000
2020,Cirebon,Pasindangan,867851000,867851000
2020,Cianjur,Tanggeung,867769000,867769000
2019,Majalengka,Panyindangan,867759000,867759000
2019,Cirebon,Astana,867754000,867754000
2018,Karawang,Karangtanjung,867688800,867688800
2018,Cirebon,Karangmalang,867662000,867662000
2021,Subang,Palasari,867651000,867651000
2018,Cirebon,Jatipura,867640000,867640000
2018,Cirebon,Kalianyar,867599000,867599000
2021,Cirebon,Mertapada Kulon,867594000,867594000
2019,Pangandaran,Cibogo,867572000,867572000
2020,Purwakarta,Cijati,867572000,867572000
2018,Cirebon,Pangkalan,867497000,867497000
2021,Sumedang,Mekarsari,867468000,867468000
2019,Cirebon,Pasindangan,867461000,867461000
2019,Sumedang,Margamekar,867443000,867443000
2019,Pangandaran,Ciliang,867411000,867411000
2018,Cirebon,Wanasaba Lor,867410000,867410000
2018,Cirebon,Cikeduk,867400000,867400000
2019,Ciamis,Cijeungjing,867398000,867398000
2021,Subang,Koranji,867356000,867356000
2018,Majalengka,Cikeusik,867245373,867245373
2019,Kuningan,Cileuleuy,867208000,867208000
2018,Cirebon,Sibubut,867176000,867176000
2018,Majalengka,Padaherang,867171120,867171120
2021,Subang,Sidajaya,867125000,867125000
2019,Sumedang,Cilayung,867102000,867102000
2018,Cirebon,Bojonggebang,867068000,867068000
2020,Bogor,Cipeucang,867019000,867019000
2021,Bogor,Ciawi,866996000,866996000
2021,Kuningan,Suganangan,866984000,866984000
2019,Sukabumi,Caringin,866982000,866982000
2019,Kuningan,Ciawigebang,866974000,866974000
2020,Sukabumi,Cikarang,866959000,866959000
2021,Sukabumi,Pasir Datar Endah,795656000,795656000
2018,Cirebon,Cibogo,866892000,866892000
2018,Majalengka,Cipaku,866880604,866880604
2020,Pangandaran,Bojong,866849000,866849000
2021,Ciamis,Lumbung,866826000,866826000
2018,Cirebon,Gempol,866800000,866800000
2018,Indramayu,Bondan,866792000,866792000
2019,Subang,Sukahaji,866754000,866754000
2018,Sukabumi,Pasir Datar Endah,705130000,705130000
2018,Karawang,Cibalongsari,866738000,866738000
2020,Sukabumi,Purwasari,866727000,866727000
2020,Sumedang,Cilembu,866699000,866699000
2019,Tasikmalaya,Kurniabakti,866684000,866684000
2020,Sukabumi,Pasir Datar Endah,0,0
2020,Sumedang,Cipasang,866641000,866641000
2018,Cirebon,Pabedilan Wetan,866602000,866602000
2021,Sukabumi,Batununggal,866539000,866539000
2018,Bogor,Pancawati,866531059,866531059
2018,Cirebon,Mertapada Kulon,866500000,866500000
2018,Cirebon,Sindanglaut,866456000,866456000
2020,Purwakarta,Anjun,866449000,866449000
2020,Kuningan,Salareuma,866396000,866396000
2018,Karawang,Muara,866386800,866386800
2019,Sumedang,Tamansari,866296000,866296000
2019,Purwakarta,Cijati,866291000,866291000
2018,Cirebon,Palimanan Timur,866232000,866232000
2021,Sukabumi,Pasir Doton,926268000,926268000
2018,Bandung,Sindangpanon,866206000,866206000
2021,Karawang,Balongsari,866185000,866185000
2021,Purwakarta,Cilandak,866181000,866181000
2018,Ciamis,Margajaya,866157000,866157000
2018,Karawang,Tanjungjaya,866148800,866148800
2019,Bogor,Citaringgul,866109711,866109711
2018,Garut,Sukaresmi,866102000,866102000
2018,Sukabumi,Cisarua,866094000,866094000
2020,Kuningan,Baok,866088000,866088000
2021,Subang,Gembor,866085000,866085000
2018,Tasikmalaya,Karangmukti,866024200,866024200
2018,Majalengka,Lame,866018020,866018020
2019,Bogor,Ciomas Rahayu,865960549,865960549
2018,Majalengka,Lampuyang,865933027,865933027
2019,Sukabumi,Pasir Doton,798143000,798143000
2018,Garut,Simpangsari,865896000,865896000
2021,Subang,Bongas,865881000,865881000
2020,Kuningan,Kutawaringin,865856000,865856000
2020,Ciamis,Sidamulya,865709000,865709000
2020,Sukabumi,Pasir Doton,787463000,787463000
2021,Pangandaran,Legokjawa,865695000,865695000
2018,Bandung,Margamulya,865667000,865667000
2018,Majalengka,Singawada,865593964,865593964
2021,Kuningan,Dukuhdalem,865586000,865586000
2018,Tasikmalaya,Karangmekar,865581200,865581200
2018,Pangandaran,Putrapinggan,865523000,865523000
2018,Bandung,Bojongloa,865500000,865500000
2021,Sukabumi,Kebonmanggu,865495000,865495000
2018,Majalengka,Sukawera,865436481,865436481
2019,Sukabumi,Neglasari,865385000,865385000
2019,Sukabumi,Gunungbatu,865373000,865373000
2018,Sukabumi,Pasir Doton,704178000,704178000
2020,Pangandaran,Kertaharja,865352000,865352000
2019,Ciamis,Margamulya,865268000,865268000
2018,Cirebon,Jungjang Wetan,865267000,865267000
2020,Subang,Sidamulya,865259000,865259000
2018,Cianjur,Parakantugu,865253000,865253000
2020,Kuningan,Tundagan,865212000,865212000
2018,Ciamis,Sukajaya,865200000,865200000
2018,Cirebon,Karangasem,865193000,865193000
2019,Sukabumi,Cikarang,865165000,865165000
2020,Sukabumi,Pasir Ipis,1070378000,1070378000
2018,Tasikmalaya,Puteran,865084500,865084500
2018,Garut,Karangsari,865065000,865065000
2019,Ciamis,Giriharja,865033000,865033000
2019,Sukabumi,Sukamekar,865028000,865028000
2021,Majalengka,Sepat,865024000,865024000
2021,Ciamis,Margamulya,865019000,865019000
2021,Ciamis,Jangalaharja,865004000,865004000
2018,Cirebon,Wiyong,865000000,865000000
2018,Cirebon,Bunder,864990000,864990000
2018,Cirebon,Sampih,864970000,864970000
2018,Kuningan,Jatimulya,864966000,864966000
2018,Ciamis,Cileungsir,864942000,864942000
2021,Sumedang,Cileles,864935000,864935000
2018,Majalengka,Jatisura,864925460,864925460
2021,Sukabumi,Ujung Genteng,864901000,864901000
2019,Kuningan,Cimenga,864898000,864898000
2019,Sukabumi,Buniasih,864874000,864874000
2021,Sukabumi,Cileungsing,864843000,864843000
2019,Purwakarta,Cadasmekar,864812500,864812500
2020,Subang,Wanasari,864790000,864790000
2018,Cirebon,Sumber Kidul,864720000,864720000
2018,Cirebon,Serang,864700000,864700000
2018,Cirebon,Karanganyar,864677000,864677000
2018,Bogor,Warujaya,864621106,864621105
2018,Cirebon,Kalimeang,864546000,864546000
2018,Sukabumi,Kalaparea,864514000,864514000
2021,Sumedang,Tamansari,864483000,864483000
2019,Indramayu,Pilangsari,864457000,864457000
2018,Bandung,Dampit,864419000,864419000
2019,Sukabumi,Cibaregbeg,864401000,864401000
2019,Sumedang,Pangadegan,864370000,864370000
2018,Majalengka,Salawana,864367867,864367867
2021,Sukabumi,Pasir Ipis,1050992000,1050992000
2018,Bogor,Ciawi,864223916,864223915
2019,Sumedang,Sukajaya,864134000,864134000
2021,Cirebon,Lemahabang,864080000,864080000
2018,Cianjur,Selajambe,864077000,864077000
2020,Purwakarta,Batutumpang,864064000,864064000
2020,Purwakarta,Nagrog,864052000,864052000
2018,Ciamis,Buniseuri,864031000,864031000
2019,Subang,Sindangsari,864008000,864008000
2019,Majalengka,Sepat,863978000,863978000
2019,Sumedang,Cipasang,863977000,863977000
2018,Sukabumi,Balekambang,863975000,863975000
2018,Bogor,Karihkil,863965897,863965897
2019,Sukabumi,Pasir Ipis,895128000,895128000
2018,Cirebon,Pabuaran Kidul,863900000,863900000
2021,Cirebon,Wanayasa,863854000,863854000
2020,Kuningan,Cikandang,863850000,863850000
2018,Bogor,Sukamulya,863793702,863793702
2021,Sukabumi,Sukamulya,863755000,863755000
2021,Pangandaran,Padaherang,863675000,863675000
2018,Subang,Tanjungtiga,863637300,863637300
2018,Garut,Pamalayan,863590000,863590000
2018,Karawang,Kutawargi,863589800,863589800
2018,Garut,Mekarsari,863580000,863580000
2018,Subang,Pamanukan,863559600,863559600
2019,Sukabumi,Calingcing,863479000,863479000
2019,Pangandaran,Parakanmanggu,863406000,863406000
2018,Indramayu,Babadan,863391000,863391000
2020,Pangandaran,Sindangsari,863307000,863307000
2018,Bandung Barat,Cimareme,863294800,863294800
2021,Cirebon,Astana,863292000,863292000
2018,Garut,Gandamekar,863271000,863271000
2018,Kuningan,Nanggela,863257000,863257000
2019,Sumedang,Cikareo Selatan,863235000,863235000
2020,Sukabumi,Caringin Wetan,863202000,863202000
2020,Bandung,Dayeuhkolot,863181000,863181000
2021,Subang,Bunihayu,863144000,863144000
2018,Tasikmalaya,Sukamenak,863123500,863123500
2019,Kuningan,Cikubangmulya,863101000,690480800
2020,Purwakarta,Cigelam,863087000,863087000
2020,Pangandaran,Cikalong,863086000,863086000
2018,Bandung,Rancamulya,863081000,863081000
2018,Bandung,Cicalengka Wetan,863016000,863016000
2018,Tasikmalaya,Puspamukti,862951500,862951500
2018,Cirebon,Orimalang,862950000,862950000
2019,Pangandaran,Pagergunung,862944000,862944000
2019,Kuningan,Cikeusik,862894000,862894000
2018,Cirebon,Jadimulya,862871000,862871000
2020,Kuningan,Galaherang,862850000,862850000
2020,Subang,Rancaasih,862779000,862779000
2018,Cirebon,Kubang,862720000,862720000
2018,Garut,Maroko,862665000,862665000
2018,Tasikmalaya,Nusawangi,862653500,862653500
2020,Kuningan,Wilanagara,862593000,862593000
2020,Cianjur,Bojonglarang,862578000,862578000
2019,Ciamis,Natanegara,862551000,862551000
2020,Kuningan,Karangmuncang,862501000,862501000
2018,Tasikmalaya,Gunungsari,862400500,862400500
2019,Sukabumi,Pangumbahan,862374000,862374000
2020,Subang,Pabuaran,862351000,862351000
2019,Sukabumi,Pagelaran,862351000,862351000
2019,Pangandaran,Kondangjajar,862328000,862328000
2018,Cianjur,Girimukti,862289000,862289000
2021,Cianjur,Tanggeung,862249000,862249000
2021,Purwakarta,Campakasari,862237000,862237000
2021,Pangandaran,Bojong,862230000,862230000
2021,Sukabumi,Sirnamekar,862219000,862219000
2021,Pangandaran,Ciakar,862176000,862176000
2018,Ciamis,Sirnajaya,862166000,862166000
2018,Majalengka,Enggalwangi,862162136,862162136
2019,Subang,Cimanglid,862159000,862159000
2019,Kuningan,Kertayasa,862147000,862147000
2021,Purwakarta,Sakambang,862147000,862147000
2018,Bogor,Cibadak,862126267,862126267
2021,Sumedang,Gudang,862107000,862107000
2018,Cirebon,Matangaji,862050000,862050000
2018,Cianjur,Neglasari,862047000,862047000
2018,Majalengka,Jayi,862017575,862017575
2020,Kuningan,Muncangela,862016000,862016000
2020,Purwakarta,Gardu,861961000,861961000
2020,Subang,Sindangsari,861947000,861947000
2020,Cianjur,Cihaur,861946000,861946000
2018,Cirebon,Palir,861900000,861900000
2019,Sukabumi,Buniwangi,861897000,861897000
2018,Cianjur,Hegarmanah,861892000,861892000
2018,Subang,Cilamaya Girang,861861000,861861000
2019,Subang,Cisampih,861821000,861821000
2018,Cirebon,Slendra,861773000,861773000
2020,Ciamis,Mekarbuana,861765000,861765000
2021,Kuningan,Tundagan,861753000,861753000
2018,Tasikmalaya,Santanamekar,861662000,861662000
2018,Cirebon,Lungbenda,861636000,861636000
2021,Kuningan,Garajati,861610000,861610000
2018,Purwakarta,Cipeundeuy,861607753,861607753
2018,Majalengka,Panongan,861603876,861603876
2020,Kuningan,Bojong,861579000,861579000
2018,Garut,Karangmulya,861532000,861532000
2018,Tasikmalaya,Singajaya,861519500,861519500
2018,Tasikmalaya,Lengkongbarang,861489500,14645321500
2021,Tasikmalaya,Sukaherang,861481000,861481000
2019,Sukabumi,Bojongsawah,861477000,516886200
2019,Subang,Sadawarna,861463000,861463000
2020,Cirebon,Pangkalan,861447000,861447000
2018,Cirebon,Babadan,861423000,861423000
2020,Ciamis,Jangalaharja,861402000,861402000
2019,Sukabumi,Purabaya,861396000,861396000
2021,Sukabumi,Rambay,861393000,861393000
2018,Kuningan,Ciangir,861339000,861339000
2021,Sukabumi,Mekarjaya,861309000,861309000
2020,Bandung,Parungserab,861290000,861290000
2021,Cirebon,Rawagatel,861223000,861223000
2018,Majalengka,Buntu,861194038,861194038
2021,Kuningan,Kertawinangun,861186000,861186000
2018,Pangandaran,Mangunjaya,861184000,861184000
2021,Sukabumi,Sukamukti,861161000,861161000
2018,Garut,Kandangmukti,861155000,861155000
2020,Purwakarta,Cijunti,861153000,861153000
2018,Majalengka,Cisetu,861106243,861106243
2019,Sukabumi,Sukarame,861078000,861078000
2021,Kuningan,Sukajaya,860976000,860976000
2018,Cirebon,Sirnabaya,860949000,860949000
2019,Purwakarta,Gurudug,860930200,860930200
2019,Sukabumi,Pawenang,860921000,860921000
2018,Majalengka,Cibunut,860903487,860903487
2018,Karawang,Curug,860902500,516541500
